sample,mae_threshold,decision_bar,trades,triggered_trades,benchmark_R,strategy_R,delta_R,benchmark_mean_R,strategy_mean_R,delta_mean_R,benchmark_WR,strategy_WR,delta_WR,benchmark_PF,strategy_PF,benchmark_max_DD_R,strategy_max_DD_R,delta_max_DD_R,positive_windows,total_windows,positive_window_pct,index,window,triggered,crossing_bar
DEVELOPMENT,0.7,3,,,-1.02,-0.77,,,,,,,,,,,,,,,,58,9.0,True,3.0
DEVELOPMENT,0.7,3,,,-2.17,-0.56,,,,,,,,,,,,,,,,59,9.0,True,3.0
DEVELOPMENT,0.7,3,,,-1.74,-1.74,,,,,,,,,,,,,,,,60,9.0,False,
DEVELOPMENT,0.7,3,,,-0.2,-0.2,,,,,,,,,,,,,,,,61,9.0,False,
DEVELOPMENT,0.7,3,,,-0.08,-0.31,,,,,,,,,,,,,,,,62,9.0,True,3.0
DEVELOPMENT,0.7,3,,,2.1,2.1,,,,,,,,,,,,,,,,63,9.0,False,
DEVELOPMENT,0.7,3,,,-0.75,-0.75,,,,,,,,,,,,,,,,64,9.0,False,
DEVELOPMENT,0.7,3,,,1.67,-0.39,,,,,,,,,,,,,,,,65,9.0,True,3.0
DEVELOPMENT,0.7,3,,,-2.62,-2.62,,,,,,,,,,,,,,,,66,9.0,False,
DEVELOPMENT,0.7,3,,,0.0,0.0,,,,,,,,,,,,,,,,67,9.0,False,
DEVELOPMENT,0.7,3,,,-1.18,-1.18,,,,,,,,,,,,,,,,68,10.0,False,
DEVELOPMENT,0.7,3,,,-0.66,-0.66,,,,,,,,,,,,,,,,69,10.0,False,
DEVELOPMENT,0.7,3,,,1.42,1.42,,,,,,,,,,,,,,,,70,10.0,False,
DEVELOPMENT,0.7,3,,,0.85,-0.71,,,,,,,,,,,,,,,,71,10.0,True,1.0
DEVELOPMENT,0.7,3,,,-1.69,-0.51,,,,,,,,,,,,,,,,72,10.0,True,3.0
DEVELOPMENT,0.7,3,,,-1.62,-0.71,,,,,,,,,,,,,,,,73,10.0,True,2.0
DEVELOPMENT,0.7,3,,,-0.19,-0.84,,,,,,,,,,,,,,,,74,10.0,True,2.0
DEVELOPMENT,0.7,3,,,0.34,0.34,,,,,,,,,,,,,,,,75,10.0,False,
DEVELOPMENT,0.7,3,,,-3.33,-0.86,,,,,,,,,,,,,,,,76,10.0,True,3.0
DEVELOPMENT,0.7,3,,,-1.2,-1.07,,,,,,,,,,,,,,,,77,10.0,True,3.0
DEVELOPMENT,0.7,3,,,-0.36,-0.36,,,,,,,,,,,,,,,,78,10.0,False,
DEVELOPMENT,0.7,3,,,0.11,-0.53,,,,,,,,,,,,,,,,79,10.0,True,2.0
DEVELOPMENT,0.7,3,,,-1.34,-0.63,,,,,,,,,,,,,,,,80,11.0,True,1.0
DEVELOPMENT,0.7,3,,,-0.91,-0.91,,,,,,,,,,,,,,,,81,11.0,False,
DEVELOPMENT,0.7,3,,,-0.79,-0.67,,,,,,,,,,,,,,,,82,11.0,True,3.0
DEVELOPMENT,0.7,3,,,-1.57,-0.75,,,,,,,,,,,,,,,,83,11.0,True,2.0
DEVELOPMENT,0.7,3,,,0.58,0.58,,,,,,,,,,,,,,,,84,11.0,False,
DEVELOPMENT,0.7,3,,,-2.52,-0.9,,,,,,,,,,,,,,,,85,11.0,True,1.0
DEVELOPMENT,0.7,3,,,-1.16,-0.74,,,,,,,,,,,,,,,,86,11.0,True,3.0
DEVELOPMENT,0.7,3,,,-1.14,-1.14,,,,,,,,,,,,,,,,87,11.0,False,
DEVELOPMENT,0.7,3,,,-0.26,-0.58,,,,,,,,,,,,,,,,88,11.0,True,2.0
DEVELOPMENT,0.7,3,,,0.24,0.24,,,,,,,,,,,,,,,,89,11.0,False,
DEVELOPMENT,0.7,3,,,-0.46,-0.46,,,,,,,,,,,,,,,,90,11.0,False,
DEVELOPMENT,0.7,3,,,-1.76,-0.48,,,,,,,,,,,,,,,,91,11.0,True,3.0
DEVELOPMENT,0.7,3,,,-0.64,-0.82,,,,,,,,,,,,,,,,92,11.0,True,2.0
DEVELOPMENT,0.7,3,,,-0.27,-0.27,,,,,,,,,,,,,,,,93,11.0,False,
DEVELOPMENT,0.7,3,,,-0.88,-0.88,,,,,,,,,,,,,,,,94,11.0,False,
HOLDOUT,0.7,3,,,-0.76,-0.48,,,,,,,,,,,,,,,,95,12.0,True,1.0
HOLDOUT,0.7,3,,,-1.45,-0.8,,,,,,,,,,,,,,,,96,12.0,True,2.0
HOLDOUT,0.7,3,,,-1.36,-0.88,,,,,,,,,,,,,,,,97,12.0,True,2.0
HOLDOUT,0.7,3,,,-2.61,-2.61,,,,,,,,,,,,,,,,98,12.0,False,
HOLDOUT,0.7,3,,,1.04,-0.73,,,,,,,,,,,,,,,,99,12.0,True,3.0
HOLDOUT,0.7,3,,,-1.52,-0.73,,,,,,,,,,,,,,,,100,12.0,True,3.0
HOLDOUT,0.7,3,,,1.58,-0.24,,,,,,,,,,,,,,,,101,12.0,True,1.0
HOLDOUT,0.7,3,,,-1.31,-1.31,,,,,,,,,,,,,,,,102,12.0,False,
HOLDOUT,0.7,3,,,0.25,0.25,,,,,,,,,,,,,,,,103,12.0,False,
HOLDOUT,0.7,3,,,-0.64,-0.64,,,,,,,,,,,,,,,,104,12.0,False,
HOLDOUT,0.7,3,,,-1.46,-1.46,,,,,,,,,,,,,,,,105,12.0,False,
HOLDOUT,0.7,3,,,-0.63,-0.63,,,,,,,,,,,,,,,,106,12.0,False,
HOLDOUT,0.7,3,,,1.46,-0.81,,,,,,,,,,,,,,,,107,12.0,True,2.0
HOLDOUT,0.7,3,,,-2.49,-0.74,,,,,,,,,,,,,,,,108,12.0,True,1.0
HOLDOUT,0.7,3,,,1.37,-0.42,,,,,,,,,,,,,,,,109,12.0,True,2.0
HOLDOUT,0.7,3,,,-1.29,-1.29,,,,,,,,,,,,,,,,110,12.0,False,
HOLDOUT,0.7,3,,,-4.12,-1.17,,,,,,,,,,,,,,,,111,12.0,True,2.0
HOLDOUT,0.7,3,,,-1.57,-0.84,,,,,,,,,,,,,,,,112,12.0,True,3.0
HOLDOUT,0.7,3,,,-1.76,-1.76,,,,,,,,,,,,,,,,113,12.0,False,
HOLDOUT,0.7,3,,,1.46,1.46,,,,,,,,,,,,,,,,114,13.0,False,
HOLDOUT,0.7,3,,,-0.77,-0.38,,,,,,,,,,,,,,,,115,14.0,True,1.0
HOLDOUT,0.7,3,,,0.17,-0.53,,,,,,,,,,,,,,,,116,14.0,True,2.0
HOLDOUT,0.7,3,,,-0.69,-0.79,,,,,,,,,,,,,,,,117,14.0,True,3.0
HOLDOUT,0.7,3,,,-0.71,-0.71,,,,,,,,,,,,,,,,118,14.0,False,
HOLDOUT,0.7,3,,,-1.83,-0.83,,,,,,,,,,,,,,,,119,14.0,True,1.0
HOLDOUT,0.7,3,,,-0.21,-0.99,,,,,,,,,,,,,,,,120,14.0,True,2.0
HOLDOUT,0.7,3,,,-0.66,-0.87,,,,,,,,,,,,,,,,121,14.0,True,1.0
HOLDOUT,0.7,3,,,0.36,0.36,,,,,,,,,,,,,,,,122,14.0,False,
HOLDOUT,0.7,3,,,-0.7,-0.7,,,,,,,,,,,,,,,,123,14.0,False,
HOLDOUT,0.7,3,,,-1.59,-0.53,,,,,,,,,,,,,,,,124,14.0,True,2.0
HOLDOUT,0.7,3,,,-0.86,-0.22,,,,,,,,,,,,,,,,125,14.0,True,3.0
HOLDOUT,0.7,3,,,-0.92,-0.73,,,,,,,,,,,,,,,,126,14.0,True,2.0
HOLDOUT,0.7,3,,,1.08,1.08,,,,,,,,,,,,,,,,127,14.0,False,
HOLDOUT,0.7,3,,,-0.26,-0.75,,,,,,,,,,,,,,,,128,14.0,True,2.0
HOLDOUT,0.7,3,,,0.34,0.34,,,,,,,,,,,,,,,,129,14.0,False,
HOLDOUT,0.7,3,,,1.49,-0.86,,,,,,,,,,,,,,,,130,14.0,True,2.0
HOLDOUT,0.7,3,,,1.72,-0.12,,,,,,,,,,,,,,,,131,14.0,True,3.0
HOLDOUT,0.7,3,,,-0.28,-0.67,,,,,,,,,,,,,,,,132,14.0,True,3.0
HOLDOUT,0.7,3,,,-1.67,-1.67,,,,,,,,,,,,,,,,133,14.0,False,
HOLDOUT,0.7,3,,,-0.63,-0.63,,,,,,,,,,,,,,,,134,14.0,False,
HOLDOUT,0.7,3,,,-0.66,-0.66,,,,,,,,,,,,,,,,135,15.0,False,
HOLDOUT,0.7,3,,,-1.7,-1.7,,,,,,,,,,,,,,,,136,15.0,False,
HOLDOUT,0.7,3,,,-1.17,-1.17,,,,,,,,,,,,,,,,137,15.0,False,
HOLDOUT,0.7,3,,,1.92,1.92,,,,,,,,,,,,,,,,138,16.0,False,
HOLDOUT,0.7,3,,,-0.77,-0.77,,,,,,,,,,,,,,,,139,16.0,False,
HOLDOUT,0.7,3,,,-2.22,-2.22,,,,,,,,,,,,,,,,140,18.0,False,
HOLDOUT,0.7,3,,,0.02,-0.36,,,,,,,,,,,,,,,,141,18.0,True,2.0
HOLDOUT,0.7,3,,,-1.71,-1.71,,,,,,,,,,,,,,,,142,18.0,False,
HOLDOUT,0.7,3,,,-0.72,-0.72,,,,,,,,,,,,,,,,143,18.0,False,
HOLDOUT,0.7,3,,,-0.79,-0.79,,,,,,,,,,,,,,,,144,18.0,False,
HOLDOUT,0.7,3,,,-0.57,-0.63,,,,,,,,,,,,,,,,145,18.0,True,2.0
HOLDOUT,0.7,3,,,0.36,-0.94,,,,,,,,,,,,,,,,146,18.0,True,1.0
HOLDOUT,0.7,3,,,-0.21,-0.52,,,,,,,,,,,,,,,,147,18.0,True,2.0
HOLDOUT,0.7,3,,,-0.85,-0.85,,,,,,,,,,,,,,,,148,18.0,False,
HOLDOUT,0.7,3,,,-3.62,-0.96,,,,,,,,,,,,,,,,149,19.0,True,3.0
HOLDOUT,0.7,3,,,3.2,-0.35,,,,,,,,,,,,,,,,150,19.0,True,1.0
HOLDOUT,0.7,3,,,-2.01,-2.01,,,,,,,,,,,,,,,,151,20.0,False,
HOLDOUT,0.7,3,,,2.81,-0.35,,,,,,,,,,,,,,,,152,20.0,True,3.0
HOLDOUT,0.7,3,,,-1.63,-1.63,,,,,,,,,,,,,,,,153,20.0,False,
HOLDOUT,0.7,3,,,-0.83,-0.76,,,,,,,,,,,,,,,,154,20.0,True,2.0
HOLDOUT,0.7,3,,,-0.47,-0.47,,,,,,,,,,,,,,,,155,20.0,False,
HOLDOUT,0.7,3,,,2.48,2.48,,,,,,,,,,,,,,,,156,20.0,False,
HOLDOUT,0.7,3,,,-1.99,-1.99,,,,,,,,,,,,,,,,157,20.0,False,
HOLDOUT,0.7,3,,,1.6,-0.92,,,,,,,,,,,,,,,,158,20.0,True,2.0
HOLDOUT,0.7,3,,,-1.01,-0.7,,,,,,,,,,,,,,,,159,20.0,True,2.0
HOLDOUT,0.7,3,,,-0.53,-0.77,,,,,,,,,,,,,,,,160,20.0,True,1.0
HOLDOUT,0.7,3,,,-1.65,-0.79,,,,,,,,,,,,,,,,161,20.0,True,3.0
HOLDOUT,0.7,3,,,1.38,1.38,,,,,,,,,,,,,,,,162,20.0,False,
HOLDOUT,0.7,3,,,-2.13,-0.83,,,,,,,,,,,,,,,,163,20.0,True,1.0
HOLDOUT,0.7,3,,,0.85,-0.63,,,,,,,,,,,,,,,,164,20.0,True,2.0
HOLDOUT,0.7,3,,,-1.62,-0.87,,,,,,,,,,,,,,,,165,20.0,True,3.0
HOLDOUT,0.7,3,,,0.82,0.82,,,,,,,,,,,,,,,,166,20.0,False,
HOLDOUT,0.7,3,,,0.66,0.66,,,,,,,,,,,,,,,,167,20.0,False,
HOLDOUT,0.7,3,,,-4.76,-0.73,,,,,,,,,,,,,,,,168,20.0,True,2.0
HOLDOUT,0.7,3,,,-0.64,-0.64,,,,,,,,,,,,,,,,169,20.0,False,
HOLDOUT,0.7,3,,,-0.33,-0.63,,,,,,,,,,,,,,,,170,20.0,True,1.0
HOLDOUT,0.7,3,,,-0.46,-0.4,,,,,,,,,,,,,,,,171,20.0,True,1.0
HOLDOUT,0.7,3,,,-1.05,-0.66,,,,,,,,,,,,,,,,172,20.0,True,2.0
HOLDOUT,0.7,3,,,-2.57,-2.57,,,,,,,,,,,,,,,,173,20.0,False,
HOLDOUT,0.7,3,,,0.34,-0.73,,,,,,,,,,,,,,,,174,20.0,True,1.0
HOLDOUT,0.7,3,,,-1.25,-0.94,,,,,,,,,,,,,,,,175,20.0,True,2.0
HOLDOUT,0.7,3,,,-2.55,-2.55,,,,,,,,,,,,,,,,176,20.0,False,
HOLDOUT,0.7,3,,,-3.23,-3.23,,,,,,,,,,,,,,,,177,20.0,False,
HOLDOUT,0.7,3,,,-0.42,-0.99,,,,,,,,,,,,,,,,178,20.0,True,2.0
HOLDOUT,0.7,3,,,0.87,0.87,,,,,,,,,,,,,,,,179,20.0,False,
HOLDOUT,0.7,3,,,-1.73,-1.73,,,,,,,,,,,,,,,,180,20.0,False,
HOLDOUT,0.7,3,,,-2.14,-2.14,,,,,,,,,,,,,,,,181,20.0,False,
HOLDOUT,0.7,3,,,-1.83,-1.83,,,,,,,,,,,,,,,,182,20.0,False,
HOLDOUT,0.7,3,,,-1.25,-1.25,,,,,,,,,,,,,,,,183,20.0,False,
HOLDOUT,0.7,3,,,3.94,-0.21,,,,,,,,,,,,,,,,184,21.0,True,1.0
HOLDOUT,0.7,3,,,-2.77,-1.31,,,,,,,,,,,,,,,,185,22.0,True,3.0
HOLDOUT,0.7,3,,,-1.24,-0.72,,,,,,,,,,,,,,,,186,22.0,True,3.0
HOLDOUT,0.7,3,,,-1.29,-0.84,,,,,,,,,,,,,,,,187,22.0,True,1.0
HOLDOUT,0.7,3,,,0.39,0.39,,,,,,,,,,,,,,,,188,22.0,False,
HOLDOUT,0.7,3,,,-0.96,-0.58,,,,,,,,,,,,,,,,189,22.0,True,1.0
HOLDOUT,0.7,3,,,-0.85,-0.85,,,,,,,,,,,,,,,,190,22.0,False,
HOLDOUT,0.7,3,,,-2.0,-2.0,,,,,,,,,,,,,,,,191,22.0,False,
HOLDOUT,0.7,3,,,-1.49,-1.49,,,,,,,,,,,,,,,,192,22.0,False,
HOLDOUT,0.7,3,,,-1.14,-0.94,,,,,,,,,,,,,,,,193,22.0,True,2.0
HOLDOUT,0.7,3,,,-0.05,-0.05,,,,,,,,,,,,,,,,194,22.0,False,
DEVELOPMENT,0.7,4,,,-1.04,-0.76,,,,,,,,,,,,,,,,0,1.0,True,2.0
DEVELOPMENT,0.7,4,,,2.03,-0.69,,,,,,,,,,,,,,,,1,1.0,True,3.0
DEVELOPMENT,0.7,4,,,0.21,0.21,,,,,,,,,,,,,,,,2,1.0,False,
DEVELOPMENT,0.7,4,,,0.1,-0.69,,,,,,,,,,,,,,,,3,1.0,True,4.0
DEVELOPMENT,0.7,4,,,0.26,0.26,,,,,,,,,,,,,,,,4,1.0,False,
DEVELOPMENT,0.7,4,,,-0.5,-0.5,,,,,,,,,,,,,,,,5,1.0,False,
DEVELOPMENT,0.7,4,,,-0.73,-0.72,,,,,,,,,,,,,,,,6,1.0,True,3.0
DEVELOPMENT,0.7,4,,,-0.71,-0.71,,,,,,,,,,,,,,,,7,1.0,False,
DEVELOPMENT,0.7,4,,,-1.7,-0.29,,,,,,,,,,,,,,,,8,2.0,True,2.0
DEVELOPMENT,0.7,4,,,-1.35,-0.77,,,,,,,,,,,,,,,,9,3.0,True,3.0
DEVELOPMENT,0.7,4,,,-1.25,-1.25,,,,,,,,,,,,,,,,10,3.0,False,
DEVELOPMENT,0.7,4,,,-0.79,-0.75,,,,,,,,,,,,,,,,11,3.0,True,3.0
DEVELOPMENT,0.7,4,,,-0.93,-0.93,,,,,,,,,,,,,,,,12,3.0,False,
DEVELOPMENT,0.7,4,,,-0.74,-0.74,,,,,,,,,,,,,,,,13,3.0,False,
DEVELOPMENT,0.7,4,,,0.78,-0.46,,,,,,,,,,,,,,,,14,3.0,True,3.0
DEVELOPMENT,0.7,4,,,0.24,0.24,,,,,,,,,,,,,,,,15,3.0,False,
DEVELOPMENT,0.7,4,,,2.11,-0.7,,,,,,,,,,,,,,,,16,3.0,True,1.0
DEVELOPMENT,0.7,4,,,-1.2,-0.55,,,,,,,,,,,,,,,,17,3.0,True,1.0
DEVELOPMENT,0.7,4,,,-0.46,-0.96,,,,,,,,,,,,,,,,18,3.0,True,2.0
DEVELOPMENT,0.7,4,,,-0.34,-0.34,,,,,,,,,,,,,,,,19,3.0,False,
DEVELOPMENT,0.7,4,,,-0.38,-0.38,,,,,,,,,,,,,,,,20,3.0,False,
DEVELOPMENT,0.7,4,,,-0.35,-0.65,,,,,,,,,,,,,,,,21,3.0,True,3.0
DEVELOPMENT,0.7,4,,,-1.93,-0.27,,,,,,,,,,,,,,,,22,3.0,True,2.0
DEVELOPMENT,0.7,4,,,0.09,-0.32,,,,,,,,,,,,,,,,23,4.0,True,3.0
DEVELOPMENT,0.7,4,,,-6.46,-0.69,,,,,,,,,,,,,,,,24,5.0,True,1.0
DEVELOPMENT,0.7,4,,,-0.08,-0.08,,,,,,,,,,,,,,,,25,5.0,False,
DEVELOPMENT,0.7,4,,,-1.35,-1.35,,,,,,,,,,,,,,,,26,5.0,False,
DEVELOPMENT,0.7,4,,,-0.39,-0.65,,,,,,,,,,,,,,,,27,5.0,True,3.0
DEVELOPMENT,0.7,4,,,-1.04,-0.79,,,,,,,,,,,,,,,,28,5.0,True,2.0
DEVELOPMENT,0.7,4,,,-2.71,-0.18,,,,,,,,,,,,,,,,29,5.0,True,1.0
DEVELOPMENT,0.7,4,,,-1.97,-0.83,,,,,,,,,,,,,,,,30,5.0,True,2.0
DEVELOPMENT,0.7,4,,,-0.77,-0.77,,,,,,,,,,,,,,,,31,6.0,False,
DEVELOPMENT,0.7,4,,,-0.83,-0.64,,,,,,,,,,,,,,,,32,6.0,True,3.0
DEVELOPMENT,0.7,4,,,-0.62,-0.62,,,,,,,,,,,,,,,,33,6.0,False,
DEVELOPMENT,0.7,4,,,-1.81,-1.0,,,,,,,,,,,,,,,,34,6.0,True,4.0
DEVELOPMENT,0.7,4,,,-1.56,-1.56,,,,,,,,,,,,,,,,35,6.0,False,
DEVELOPMENT,0.7,4,,,0.35,0.35,,,,,,,,,,,,,,,,36,6.0,False,
DEVELOPMENT,0.7,4,,,1.25,-0.21,,,,,,,,,,,,,,,,37,6.0,True,3.0
DEVELOPMENT,0.7,4,,,0.55,0.55,,,,,,,,,,,,,,,,38,6.0,False,
DEVELOPMENT,0.7,4,,,-1.43,-1.43,,,,,,,,,,,,,,,,39,6.0,False,
DEVELOPMENT,0.7,4,,,-2.92,-0.55,,,,,,,,,,,,,,,,40,6.0,True,4.0
DEVELOPMENT,0.7,4,,,-0.47,-0.47,,,,,,,,,,,,,,,,41,6.0,False,
DEVELOPMENT,0.7,4,,,0.1,-0.31,,,,,,,,,,,,,,,,42,6.0,True,4.0
DEVELOPMENT,0.7,4,,,-0.61,-0.61,,,,,,,,,,,,,,,,43,6.0,False,
DEVELOPMENT,0.7,4,,,-0.8,-0.59,,,,,,,,,,,,,,,,44,6.0,True,3.0
DEVELOPMENT,0.7,4,,,-0.51,-0.64,,,,,,,,,,,,,,,,45,6.0,True,3.0
DEVELOPMENT,0.7,4,,,-1.25,-0.59,,,,,,,,,,,,,,,,46,6.0,True,2.0
DEVELOPMENT,0.7,4,,,-0.45,-0.45,,,,,,,,,,,,,,,,47,6.0,False,
DEVELOPMENT,0.7,4,,,-0.75,-0.75,,,,,,,,,,,,,,,,48,8.0,False,
DEVELOPMENT,0.7,4,,,-1.75,-1.75,,,,,,,,,,,,,,,,49,9.0,False,
DEVELOPMENT,0.7,4,,,-0.21,-0.21,,,,,,,,,,,,,,,,50,9.0,False,
DEVELOPMENT,0.7,4,,,-0.68,-0.81,,,,,,,,,,,,,,,,51,9.0,True,3.0
DEVELOPMENT,0.7,4,,,-0.94,-0.94,,,,,,,,,,,,,,,,52,9.0,False,
DEVELOPMENT,0.7,4,,,-1.3,-1.3,,,,,,,,,,,,,,,,53,9.0,False,
DEVELOPMENT,0.7,4,,,-0.03,-0.63,,,,,,,,,,,,,,,,54,9.0,True,2.0
DEVELOPMENT,0.7,4,,,-1.13,-0.7,,,,,,,,,,,,,,,,55,9.0,True,3.0
DEVELOPMENT,0.7,4,,,-0.17,-0.63,,,,,,,,,,,,,,,,56,9.0,True,1.0
DEVELOPMENT,0.7,4,,,-0.97,-0.97,,,,,,,,,,,,,,,,57,9.0,False,
DEVELOPMENT,0.7,4,,,-1.02,-0.77,,,,,,,,,,,,,,,,58,9.0,True,3.0
DEVELOPMENT,0.7,4,,,-2.17,-0.56,,,,,,,,,,,,,,,,59,9.0,True,3.0
DEVELOPMENT,0.7,4,,,-1.74,-1.74,,,,,,,,,,,,,,,,60,9.0,False,
DEVELOPMENT,0.7,4,,,-0.2,-0.98,,,,,,,,,,,,,,,,61,9.0,True,4.0
DEVELOPMENT,0.7,4,,,-0.08,-0.31,,,,,,,,,,,,,,,,62,9.0,True,3.0
DEVELOPMENT,0.7,4,,,2.1,2.1,,,,,,,,,,,,,,,,63,9.0,False,
DEVELOPMENT,0.7,4,,,-0.75,-0.75,,,,,,,,,,,,,,,,64,9.0,False,
DEVELOPMENT,0.7,4,,,1.67,-0.39,,,,,,,,,,,,,,,,65,9.0,True,3.0
DEVELOPMENT,0.7,4,,,-2.62,-0.84,,,,,,,,,,,,,,,,66,9.0,True,4.0
DEVELOPMENT,0.7,4,,,0.0,0.0,,,,,,,,,,,,,,,,67,9.0,False,
DEVELOPMENT,0.7,4,,,-1.18,-1.18,,,,,,,,,,,,,,,,68,10.0,False,
DEVELOPMENT,0.7,4,,,-0.66,-0.71,,,,,,,,,,,,,,,,69,10.0,True,4.0
DEVELOPMENT,0.7,4,,,1.42,1.42,,,,,,,,,,,,,,,,70,10.0,False,
DEVELOPMENT,0.7,4,,,0.85,-0.71,,,,,,,,,,,,,,,,71,10.0,True,1.0
DEVELOPMENT,0.7,4,,,-1.69,-0.51,,,,,,,,,,,,,,,,72,10.0,True,3.0
DEVELOPMENT,0.7,4,,,-1.62,-0.71,,,,,,,,,,,,,,,,73,10.0,True,2.0
DEVELOPMENT,0.7,4,,,-0.19,-0.84,,,,,,,,,,,,,,,,74,10.0,True,2.0
DEVELOPMENT,0.7,4,,,0.34,0.34,,,,,,,,,,,,,,,,75,10.0,False,
DEVELOPMENT,0.7,4,,,-3.33,-0.86,,,,,,,,,,,,,,,,76,10.0,True,3.0
DEVELOPMENT,0.7,4,,,-1.2,-1.07,,,,,,,,,,,,,,,,77,10.0,True,3.0
DEVELOPMENT,0.7,4,,,-0.36,-0.36,,,,,,,,,,,,,,,,78,10.0,False,
DEVELOPMENT,0.7,4,,,0.11,-0.53,,,,,,,,,,,,,,,,79,10.0,True,2.0
DEVELOPMENT,0.7,4,,,-1.34,-0.63,,,,,,,,,,,,,,,,80,11.0,True,1.0
DEVELOPMENT,0.7,4,,,-0.91,-0.65,,,,,,,,,,,,,,,,81,11.0,True,4.0
DEVELOPMENT,0.7,4,,,-0.79,-0.67,,,,,,,,,,,,,,,,82,11.0,True,3.0
DEVELOPMENT,0.7,4,,,-1.57,-0.75,,,,,,,,,,,,,,,,83,11.0,True,2.0
DEVELOPMENT,0.7,4,,,0.58,0.58,,,,,,,,,,,,,,,,84,11.0,False,
DEVELOPMENT,0.7,4,,,-2.52,-0.9,,,,,,,,,,,,,,,,85,11.0,True,1.0
DEVELOPMENT,0.7,4,,,-1.16,-0.74,,,,,,,,,,,,,,,,86,11.0,True,3.0
DEVELOPMENT,0.7,4,,,-1.14,-1.14,,,,,,,,,,,,,,,,87,11.0,False,
DEVELOPMENT,0.7,4,,,-0.26,-0.58,,,,,,,,,,,,,,,,88,11.0,True,2.0
DEVELOPMENT,0.7,4,,,0.24,0.24,,,,,,,,,,,,,,,,89,11.0,False,
DEVELOPMENT,0.7,4,,,-0.46,-0.46,,,,,,,,,,,,,,,,90,11.0,False,
DEVELOPMENT,0.7,4,,,-1.76,-0.48,,,,,,,,,,,,,,,,91,11.0,True,3.0
DEVELOPMENT,0.7,4,,,-0.64,-0.82,,,,,,,,,,,,,,,,92,11.0,True,2.0
DEVELOPMENT,0.7,4,,,-0.27,-0.27,,,,,,,,,,,,,,,,93,11.0,False,
DEVELOPMENT,0.7,4,,,-0.88,-0.88,,,,,,,,,,,,,,,,94,11.0,False,
HOLDOUT,0.7,4,,,-0.76,-0.48,,,,,,,,,,,,,,,,95,12.0,True,1.0
HOLDOUT,0.7,4,,,-1.45,-0.8,,,,,,,,,,,,,,,,96,12.0,True,2.0
HOLDOUT,0.7,4,,,-1.36,-0.88,,,,,,,,,,,,,,,,97,12.0,True,2.0
HOLDOUT,0.7,4,,,-2.61,-2.61,,,,,,,,,,,,,,,,98,12.0,False,
HOLDOUT,0.7,4,,,1.04,-0.73,,,,,,,,,,,,,,,,99,12.0,True,3.0
HOLDOUT,0.7,4,,,-1.52,-0.73,,,,,,,,,,,,,,,,100,12.0,True,3.0
HOLDOUT,0.7,4,,,1.58,-0.24,,,,,,,,,,,,,,,,101,12.0,True,1.0
HOLDOUT,0.7,4,,,-1.31,-1.11,,,,,,,,,,,,,,,,102,12.0,True,4.0
HOLDOUT,0.7,4,,,0.25,0.25,,,,,,,,,,,,,,,,103,12.0,False,
HOLDOUT,0.7,4,,,-0.64,-0.64,,,,,,,,,,,,,,,,104,12.0,False,
HOLDOUT,0.7,4,,,-1.46,-1.46,,,,,,,,,,,,,,,,105,12.0,False,
HOLDOUT,0.7,4,,,-0.63,-0.63,,,,,,,,,,,,,,,,106,12.0,False,
HOLDOUT,0.7,4,,,1.46,-0.81,,,,,,,,,,,,,,,,107,12.0,True,2.0
HOLDOUT,0.7,4,,,-2.49,-0.74,,,,,,,,,,,,,,,,108,12.0,True,1.0
HOLDOUT,0.7,4,,,1.37,-0.42,,,,,,,,,,,,,,,,109,12.0,True,2.0
HOLDOUT,0.7,4,,,-1.29,-0.82,,,,,,,,,,,,,,,,110,12.0,True,4.0
HOLDOUT,0.7,4,,,-4.12,-1.17,,,,,,,,,,,,,,,,111,12.0,True,2.0
HOLDOUT,0.7,4,,,-1.57,-0.84,,,,,,,,,,,,,,,,112,12.0,True,3.0
HOLDOUT,0.7,4,,,-1.76,-0.98,,,,,,,,,,,,,,,,113,12.0,True,4.0
HOLDOUT,0.7,4,,,1.46,-0.94,,,,,,,,,,,,,,,,114,13.0,True,4.0
HOLDOUT,0.7,4,,,-0.77,-0.38,,,,,,,,,,,,,,,,115,14.0,True,1.0
HOLDOUT,0.7,4,,,0.17,-0.53,,,,,,,,,,,,,,,,116,14.0,True,2.0
HOLDOUT,0.7,4,,,-0.69,-0.79,,,,,,,,,,,,,,,,117,14.0,True,3.0
HOLDOUT,0.7,4,,,-0.71,-0.71,,,,,,,,,,,,,,,,118,14.0,False,
HOLDOUT,0.7,4,,,-1.83,-0.83,,,,,,,,,,,,,,,,119,14.0,True,1.0
HOLDOUT,0.7,4,,,-0.21,-0.99,,,,,,,,,,,,,,,,120,14.0,True,2.0
HOLDOUT,0.7,4,,,-0.66,-0.87,,,,,,,,,,,,,,,,121,14.0,True,1.0
HOLDOUT,0.7,4,,,0.36,0.36,,,,,,,,,,,,,,,,122,14.0,False,
HOLDOUT,0.7,4,,,-0.7,-0.65,,,,,,,,,,,,,,,,123,14.0,True,4.0
HOLDOUT,0.7,4,,,-1.59,-0.53,,,,,,,,,,,,,,,,124,14.0,True,2.0
HOLDOUT,0.7,4,,,-0.86,-0.22,,,,,,,,,,,,,,,,125,14.0,True,3.0
HOLDOUT,0.7,4,,,-0.92,-0.73,,,,,,,,,,,,,,,,126,14.0,True,2.0
